,EVENT_DATE_YEAR,EVENT_DATE,LAT,LONG,SPCSNO,LATIN_NAME
9868,2016,2016-07-05,51.74544,0.64361135,17.0,Perca fluviatilis
9869,2016,2016-07-05,51.74544,0.64361135,3.0,Salmo trutta
9872,2016,2016-07-05,51.74544,0.64361135,10.0,Anguilla anguilla
9873,2019,2019-06-26,51.74597,0.64367124,85.0,Rutilus rutilus
9874,2019,2019-06-26,51.74597,0.64367124,3.0,Perca fluviatilis
9876,2019,2019-06-26,51.74597,0.64367124,15.0,Gobio gobio
9878,2019,2019-06-26,51.74597,0.64367124,15.0,Phoxinus phoxinus
9879,2019,2019-06-26,51.74597,0.64367124,5.0,Esox lucius
9881,2019,2019-06-26,51.74597,0.64367124,1.0,Anguilla anguilla
9882,2004,2004-10-13,51.747269,0.64226934,7.0,Esox lucius
9883,2004,2004-10-13,51.747269,0.64226934,2.0,Cyprinus carpio
9884,2004,2004-10-13,51.747269,0.64226934,6.0,Perca fluviatilis
9886,2004,2004-10-13,51.747269,0.64226934,1.0,Tinca tinca
9887,2004,2004-10-13,51.747269,0.64226934,3.0,Anguilla anguilla
9888,2007,2007-10-19,51.747269,0.64226934,6.0,Rutilus rutilus
9890,2007,2007-10-19,51.747269,0.64226934,1.0,Perca fluviatilis
9891,2007,2007-10-19,51.747269,0.64226934,10.0,Esox lucius
9892,2007,2007-10-19,51.747269,0.64226934,3.0,Anguilla anguilla
9893,2007,2007-10-19,51.747269,0.64226934,1.0,Scardinius erythrophthalmus
9894,2003,2003-06-03,51.745798,0.62769566,4.0,Tinca tinca
9895,2003,2003-06-03,51.745798,0.62769566,4.0,Rutilus rutilus
9896,2003,2003-06-03,51.745798,0.62769566,1.0,Esox lucius
9897,2003,2003-06-03,51.745798,0.62769566,11.0,Anguilla anguilla
9898,2004,2004-06-28,51.745798,0.62769566,299.0,Rutilus rutilus
9900,2004,2004-06-28,51.745798,0.62769566,8.0,Perca fluviatilis
9902,2004,2004-06-28,51.745798,0.62769566,7.0,Esox lucius
9903,2004,2004-06-28,51.745798,0.62769566,7.0,Tinca tinca
9904,2004,2004-06-28,51.745798,0.62769566,5.0,Cyprinus carpio
9905,2004,2004-06-28,51.745798,0.62769566,4.0,Anguilla anguilla
9907,2005,2005-08-12,51.745798,0.62769566,261.0,Rutilus rutilus
9909,2005,2005-08-12,51.745798,0.62769566,10.0,Esox lucius
9910,2005,2005-08-12,51.745798,0.62769566,3.0,Perca fluviatilis
9912,2005,2005-08-12,51.745798,0.62769566,1.0,Cyprinus carpio
9914,2005,2005-08-12,51.745798,0.62769566,1.0,Anguilla anguilla
9915,2006,2006-06-20,51.745798,0.62769566,111.0,Rutilus rutilus
9916,2006,2006-06-20,51.745798,0.62769566,18.0,Esox lucius
9918,2006,2006-06-20,51.745798,0.62769566,4.0,Tinca tinca
9920,2006,2006-06-20,51.745798,0.62769566,22.0,Perca fluviatilis
9921,2006,2006-06-20,51.745798,0.62769566,98.0,Anguilla anguilla
9922,2007,2007-06-01,51.745798,0.62769566,91.0,Rutilus rutilus
9924,2007,2007-06-01,51.745798,0.62769566,4.0,Tinca tinca
9925,2007,2007-06-01,51.745798,0.62769566,16.0,Esox lucius
9928,2007,2007-06-01,51.745798,0.62769566,25.0,Perca fluviatilis
9929,2007,2007-06-01,51.745798,0.62769566,46.0,Anguilla anguilla
9930,2007,2007-06-01,51.745798,0.62769566,2.0,Gobio gobio
9931,2007,2007-06-01,51.745798,0.62769566,1.0,Scardinius erythrophthalmus
9932,2008,2008-06-20,51.745798,0.62769566,48.0,Rutilus rutilus
9933,2008,2008-06-20,51.745798,0.62769566,3.0,Esox lucius
9934,2008,2008-06-20,51.745798,0.62769566,2.0,Tinca tinca
9938,2008,2008-06-20,51.745798,0.62769566,6.0,Anguilla anguilla
9939,2008,2008-06-20,51.745798,0.62769566,1.0,Perca fluviatilis
9940,2009,2009-06-08,51.745798,0.62769566,340.0,Rutilus rutilus
9943,2009,2009-06-08,51.745798,0.62769566,8.0,Perca fluviatilis
9944,2009,2009-06-08,51.745798,0.62769566,8.0,Esox lucius
9946,2009,2009-06-08,51.745798,0.62769566,1.0,Cyprinus carpio
9947,2009,2009-06-08,51.745798,0.62769566,21.0,Anguilla anguilla
9948,2009,2009-06-08,51.745798,0.62769566,4.0,Tinca tinca
9949,2010,2010-06-11,51.745798,0.62769566,139.0,Rutilus rutilus
9951,2010,2010-06-11,51.745798,0.62769566,11.0,Esox lucius
9952,2010,2010-06-11,51.745798,0.62769566,14.0,Perca fluviatilis
9953,2010,2010-06-11,51.745798,0.62769566,6.0,Tinca tinca
9954,2010,2010-06-11,51.745798,0.62769566,1.0,Cyprinus carpio
9956,2010,2010-06-11,51.745798,0.62769566,8.0,Anguilla anguilla
9958,2013,2013-06-07,51.745798,0.62769566,309.0,Rutilus rutilus
9961,2013,2013-06-07,51.745798,0.62769566,4.0,Esox lucius
9962,2013,2013-06-07,51.745798,0.62769566,6.0,Perca fluviatilis
9963,2013,2013-06-07,51.745798,0.62769566,2.0,Tinca tinca
9967,2013,2013-06-07,51.745798,0.62769566,1.0,Gobio gobio
9968,2013,2013-06-07,51.745798,0.62769566,12.0,Anguilla anguilla
9969,2016,2016-06-17,51.745798,0.62769566,201.0,Rutilus rutilus
9970,2016,2016-06-17,51.745798,0.62769566,20.0,Esox lucius
9971,2016,2016-06-17,51.745798,0.62769566,19.0,Perca fluviatilis
9975,2016,2016-06-17,51.745798,0.62769566,4.0,Tinca tinca
9977,2016,2016-06-17,51.745798,0.62769566,1.0,Cyprinus carpio
9978,2016,2016-06-17,51.745798,0.62769566,14.0,Anguilla anguilla
9979,2019,2019-06-14,51.746381,0.62813521,1199.0,Rutilus rutilus
9980,2019,2019-06-14,51.746381,0.62813521,20.0,Esox lucius
9981,2019,2019-06-14,51.746381,0.62813521,17.0,Perca fluviatilis
9985,2019,2019-06-14,51.746381,0.62813521,3.0,Anguilla anguilla
9986,2019,2019-06-14,51.746381,0.62813521,3.0,Tinca tinca
9987,2019,2019-06-14,51.746381,0.62813521,1.0,Gobio gobio
9988,2019,2019-06-14,51.746381,0.62813521,1.0,Scardinius erythrophthalmus
9989,2022,2022-06-01,51.746056,0.62700076,83.0,Rutilus rutilus
9990,2022,2022-06-01,51.746056,0.62700076,8.0,Esox lucius
9991,2022,2022-06-01,51.746056,0.62700076,32.0,Perca fluviatilis
9997,2022,2022-06-01,51.746056,0.62700076,9.0,Tinca tinca
9998,2022,2022-06-01,51.746056,0.62700076,16.0,Anguilla anguilla
9999,2004,2004-06-30,51.743329,0.61741152,152.0,Rutilus rutilus
10002,2004,2004-06-30,51.743329,0.61741152,8.0,Esox lucius
10003,2004,2004-06-30,51.743329,0.61741152,17.0,Perca fluviatilis
10004,2004,2004-06-30,51.743329,0.61741152,152.0,Gobio gobio
10005,2004,2004-06-30,51.743329,0.61741152,8.0,Anguilla anguilla
10008,2007,2007-06-18,51.743329,0.61741152,82.0,Rutilus rutilus
10010,2007,2007-06-18,51.743329,0.61741152,11.0,Gobio gobio
10012,2007,2007-06-18,51.743329,0.61741152,4.0,Esox lucius
10013,2007,2007-06-18,51.743329,0.61741152,17.0,Perca fluviatilis
10014,2007,2007-06-18,51.743329,0.61741152,18.0,Anguilla anguilla
10016,2007,2007-06-18,51.743329,0.61741152,1.0,Cyprinus carpio
10018,2010,2010-06-17,51.743329,0.61741152,97.0,Rutilus rutilus
10019,2010,2010-06-17,51.743329,0.61741152,22.0,Perca fluviatilis
10021,2010,2010-06-17,51.743329,0.61741152,28.0,Gobio gobio
10023,2010,2010-06-17,51.743329,0.61741152,2.0,Esox lucius
10026,2010,2010-06-17,51.743329,0.61741152,12.0,Anguilla anguilla
10028,2013,2013-06-18,51.743329,0.61741152,29.0,Rutilus rutilus
10031,2013,2013-06-18,51.743329,0.61741152,20.0,Perca fluviatilis
10032,2013,2013-06-18,51.743329,0.61741152,2.0,Esox lucius
10033,2013,2013-06-18,51.743329,0.61741152,1.0,Tinca tinca
10037,2013,2013-06-18,51.743329,0.61741152,12.0,Anguilla anguilla
10038,2016,2016-06-10,51.743329,0.61741152,270.0,Rutilus rutilus
10041,2016,2016-06-10,51.743329,0.61741152,23.0,Perca fluviatilis
10042,2016,2016-06-10,51.743329,0.61741152,5.0,Esox lucius
10044,2016,2016-06-10,51.743329,0.61741152,13.0,Phoxinus phoxinus
10046,2016,2016-06-10,51.743329,0.61741152,5.0,Gobio gobio
10047,2016,2016-06-10,51.743329,0.61741152,5.0,Anguilla anguilla
10048,2019,2019-06-17,51.743325,0.61799077,352.0,Rutilus rutilus
10051,2019,2019-06-17,51.743325,0.61799077,23.0,Perca fluviatilis
10052,2019,2019-06-17,51.743325,0.61799077,10.0,Esox lucius
10054,2019,2019-06-17,51.743325,0.61799077,12.0,Phoxinus phoxinus
10055,2019,2019-06-17,51.743325,0.61799077,11.0,Gobio gobio
10056,2019,2019-06-17,51.743325,0.61799077,14.0,Anguilla anguilla
10057,2022,2022-06-13,51.743798,0.61814851,194.0,Rutilus rutilus
10059,2022,2022-06-13,51.743798,0.61814851,33.0,Perca fluviatilis
10061,2022,2022-06-13,51.743798,0.61814851,8.0,Esox lucius
10062,2022,2022-06-13,51.743798,0.61814851,243.0,Gobio gobio
10065,2022,2022-06-13,51.743798,0.61814851,1.0,Phoxinus phoxinus
10067,2022,2022-06-13,51.743798,0.61814851,12.0,Anguilla anguilla
10068,2004,2004-10-14,51.743394,0.61451785,236.0,Rutilus rutilus
10070,2004,2004-10-14,51.743394,0.61451785,44.0,Perca fluviatilis
10071,2004,2004-10-14,51.743394,0.61451785,23.0,Esox lucius
10072,2004,2004-10-14,51.743394,0.61451785,6.0,Tinca tinca
10075,2004,2004-10-14,51.743394,0.61451785,1.0,Scardinius erythrophthalmus
10077,2004,2004-10-14,51.743394,0.61451785,2.0,Gobio gobio
10078,2004,2004-10-14,51.743394,0.61451785,36.0,Anguilla anguilla
10079,2004,2004-10-14,51.743394,0.61451785,1.0,Cyprinus carpio
10081,2007,2007-10-17,51.743394,0.61451785,547.0,Rutilus rutilus
10083,2007,2007-10-17,51.743394,0.61451785,6.0,Tinca tinca
10084,2007,2007-10-17,51.743394,0.61451785,13.0,Esox lucius
10085,2007,2007-10-17,51.743394,0.61451785,9.0,Perca fluviatilis
10087,2007,2007-10-17,51.743394,0.61451785,16.0,Anguilla anguilla
10089,2004,2004-07-02,51.748109,0.60464835,179.0,Rutilus rutilus
10092,2004,2004-07-02,51.748109,0.60464835,10.0,Esox lucius
10093,2004,2004-07-02,51.748109,0.60464835,12.0,Perca fluviatilis
10095,2004,2004-07-02,51.748109,0.60464835,12.0,Anguilla anguilla
10096,2007,2007-06-12,51.748109,0.60464835,2280.0,Rutilus rutilus
10097,2007,2007-06-12,51.748109,0.60464835,16.0,Perca fluviatilis
10100,2007,2007-06-12,51.748109,0.60464835,12.0,Esox lucius
10101,2007,2007-06-12,51.748109,0.60464835,2.0,Tinca tinca
10102,2007,2007-06-12,51.748109,0.60464835,1.0,Cyprinus carpio
10103,2007,2007-06-12,51.748109,0.60464835,1.0,Gobio gobio
10104,2007,2007-06-12,51.748109,0.60464835,69.0,Anguilla anguilla
10106,2010,2010-06-23,51.748109,0.60464835,916.0,Rutilus rutilus
10107,2010,2010-06-23,51.748109,0.60464835,12.0,Perca fluviatilis
10109,2010,2010-06-23,51.748109,0.60464835,19.0,Esox lucius
10110,2010,2010-06-23,51.748109,0.60464835,15.0,Anguilla anguilla
10112,2004,2004-10-18,51.754749,0.5890909,229.0,Rutilus rutilus
10113,2004,2004-10-18,51.754749,0.5890909,33.0,Esox lucius
10115,2004,2004-10-18,51.754749,0.5890909,7.0,Gobio gobio
10116,2004,2004-10-18,51.754749,0.5890909,28.0,Perca fluviatilis
10119,2004,2004-10-18,51.754749,0.5890909,6.0,Tinca tinca
10120,2004,2004-10-18,51.754749,0.5890909,21.0,Anguilla anguilla
10121,2007,2007-10-18,51.754749,0.5890909,115.0,Rutilus rutilus
10123,2007,2007-10-18,51.754749,0.5890909,34.0,Perca fluviatilis
10124,2007,2007-10-18,51.754749,0.5890909,13.0,Esox lucius
10125,2007,2007-10-18,51.754749,0.5890909,6.0,Tinca tinca
10127,2007,2007-10-18,51.754749,0.5890909,47.0,Anguilla anguilla
10130,2003,2003-06-04,51.752372,0.5744652,198.0,Rutilus rutilus
10131,2003,2003-06-04,51.752372,0.5744652,14.0,Esox lucius
10132,2003,2003-06-04,51.752372,0.5744652,14.0,Perca fluviatilis
10133,2003,2003-06-04,51.752372,0.5744652,2.0,Tinca tinca
10134,2003,2003-06-04,51.752372,0.5744652,1.0,Gobio gobio
10135,2003,2003-06-04,51.752372,0.5744652,57.0,Anguilla anguilla
10137,2004,2004-07-01,51.752372,0.5744652,167.0,Rutilus rutilus
10139,2004,2004-07-01,51.752372,0.5744652,5.0,Perca fluviatilis
10140,2004,2004-07-01,51.752372,0.5744652,17.0,Esox lucius
10143,2004,2004-07-01,51.752372,0.5744652,15.0,Anguilla anguilla
10144,2004,2004-07-01,51.752372,0.5744652,1.0,Tinca tinca
10145,2005,2005-07-14,51.752372,0.5744652,195.0,Rutilus rutilus
10146,2005,2005-07-14,51.752372,0.5744652,7.0,Esox lucius
10147,2005,2005-07-14,51.752372,0.5744652,2.0,Perca fluviatilis
10150,2005,2005-07-14,51.752372,0.5744652,3.0,Tinca tinca
10151,2005,2005-07-14,51.752372,0.5744652,6.0,Anguilla anguilla
10152,2006,2006-06-19,51.752372,0.5744652,19.0,Esox lucius
10153,2006,2006-06-19,51.752372,0.5744652,224.0,Rutilus rutilus
10156,2006,2006-06-19,51.752372,0.5744652,1.0,Phoxinus phoxinus
10157,2006,2006-06-19,51.752372,0.5744652,6.0,Tinca tinca
10158,2006,2006-06-19,51.752372,0.5744652,15.0,Perca fluviatilis
10160,2006,2006-06-19,51.752372,0.5744652,21.0,Anguilla anguilla
10161,2007,2007-06-13,51.752372,0.5744652,361.0,Rutilus rutilus
10162,2007,2007-06-13,51.752372,0.5744652,17.0,Esox lucius
10163,2007,2007-06-13,51.752372,0.5744652,7.0,Tinca tinca
10164,2007,2007-06-13,51.752372,0.5744652,15.0,Perca fluviatilis
10166,2007,2007-06-13,51.752372,0.5744652,9.0,Anguilla anguilla
10169,2008,2008-06-23,51.752372,0.5744652,84.0,Rutilus rutilus
10170,2008,2008-06-23,51.752372,0.5744652,14.0,Esox lucius
10171,2008,2008-06-23,51.752372,0.5744652,8.0,Perca fluviatilis
10172,2008,2008-06-23,51.752372,0.5744652,18.0,Anguilla anguilla
10173,2008,2008-06-23,51.752372,0.5744652,6.0,Tinca tinca
10176,2009,2009-05-29,51.752372,0.5744652,246.0,Rutilus rutilus
10178,2009,2009-05-29,51.752372,0.5744652,1.0,Scardinius erythrophthalmus
10179,2009,2009-05-29,51.752372,0.5744652,1.0,Scardinius erythrophthalmus
10181,2009,2009-05-29,51.752372,0.5744652,4.0,Tinca tinca
10182,2009,2009-05-29,51.752372,0.5744652,25.0,Perca fluviatilis
10183,2009,2009-05-29,51.752372,0.5744652,27.0,Esox lucius
10184,2009,2009-05-29,51.752372,0.5744652,36.0,Anguilla anguilla
10186,2010,2010-06-28,51.752372,0.5744652,334.0,Rutilus rutilus
10187,2010,2010-06-28,51.752372,0.5744652,9.0,Tinca tinca
10188,2010,2010-06-28,51.752372,0.5744652,15.0,Perca fluviatilis
10189,2010,2010-06-28,51.752372,0.5744652,14.0,Esox lucius
10190,2010,2010-06-28,51.752372,0.5744652,25.0,Anguilla anguilla
10194,2013,2013-06-13,51.752372,0.5744652,665.0,Rutilus rutilus
10195,2013,2013-06-13,51.752372,0.5744652,24.0,Perca fluviatilis
10196,2013,2013-06-13,51.752372,0.5744652,16.0,Esox lucius
10199,2013,2013-06-13,51.752372,0.5744652,4.0,Phoxinus phoxinus
10200,2013,2013-06-13,51.752372,0.5744652,1.0,Tinca tinca
10202,2013,2013-06-13,51.752372,0.5744652,1.0,Scardinius erythrophthalmus
10204,2013,2013-06-13,51.752372,0.5744652,34.0,Anguilla anguilla
10205,2016,2016-07-08,51.752372,0.5744652,438.0,Rutilus rutilus
10206,2016,2016-07-08,51.752372,0.5744652,22.0,Perca fluviatilis
10207,2016,2016-07-08,51.752372,0.5744652,14.0,Esox lucius
10213,2016,2016-07-08,51.752372,0.5744652,3.0,Tinca tinca
10214,2016,2016-07-08,51.752372,0.5744652,20.0,Anguilla anguilla
10215,2019,2019-07-08,51.752066,0.57407105,141.0,Rutilus rutilus
10218,2019,2019-07-08,51.752066,0.57407105,2.0,Tinca tinca
10222,2019,2019-07-08,51.752066,0.57407105,27.0,Perca fluviatilis
10223,2019,2019-07-08,51.752066,0.57407105,27.0,Esox lucius
10225,2019,2019-07-08,51.752066,0.57407105,14.0,Anguilla anguilla
10226,2022,2022-06-28,51.752008,0.57386488,315.0,Rutilus rutilus
10227,2022,2022-06-28,51.752008,0.57386488,12.0,Esox lucius
10230,2022,2022-06-28,51.752008,0.57386488,51.0,Perca fluviatilis
10233,2022,2022-06-28,51.752008,0.57386488,2.0,Gobio gobio
10234,2022,2022-06-28,51.752008,0.57386488,2.0,Tinca tinca
10236,2022,2022-06-28,51.752008,0.57386488,16.0,Anguilla anguilla
10237,2004,2004-10-28,51.749032,0.56268433,15.0,Rutilus rutilus
10239,2004,2004-10-28,51.749032,0.56268433,2.0,Tinca tinca
10240,2004,2004-10-28,51.749032,0.56268433,14.0,Perca fluviatilis
10241,2004,2004-10-28,51.749032,0.56268433,24.0,Esox lucius
10243,2004,2004-10-28,51.749032,0.56268433,15.0,Anguilla anguilla
10244,2004,2004-10-28,51.749032,0.56268433,1.0,Cyprinus carpio
10246,2007,2007-10-25,51.749032,0.56268433,192.0,Rutilus rutilus
10247,2007,2007-10-25,51.749032,0.56268433,20.0,Perca fluviatilis
10248,2007,2007-10-25,51.749032,0.56268433,14.0,Esox lucius
10250,2007,2007-10-25,51.749032,0.56268433,2.0,Gobio gobio
10251,2007,2007-10-25,51.749032,0.56268433,17.0,Anguilla anguilla
10252,2007,2007-10-25,51.749032,0.56268433,1.0,Tinca tinca
10255,2003,2003-06-05,51.748386,0.55105703,138.0,Rutilus rutilus
10256,2003,2003-06-05,51.748386,0.55105703,9.0,Esox lucius
10257,2003,2003-06-05,51.748386,0.55105703,11.0,Tinca tinca
10258,2003,2003-06-05,51.748386,0.55105703,5.0,Perca fluviatilis
10262,2003,2003-06-05,51.748386,0.55105703,4.0,Gobio gobio
10263,2003,2003-06-05,51.748386,0.55105703,1.0,Phoxinus phoxinus
10264,2003,2003-06-05,51.748386,0.55105703,15.0,Anguilla anguilla
10266,2004,2004-07-06,51.748386,0.55105703,558.0,Rutilus rutilus
10269,2004,2004-07-06,51.748386,0.55105703,22.0,Esox lucius
10270,2004,2004-07-06,51.748386,0.55105703,13.0,Perca fluviatilis
10272,2004,2004-07-06,51.748386,0.55105703,9.0,Tinca tinca
10274,2004,2004-07-06,51.748386,0.55105703,13.0,Anguilla anguilla
10276,2005,2005-07-28,51.748386,0.55105703,182.0,Rutilus rutilus
10278,2005,2005-07-28,51.748386,0.55105703,16.0,Esox lucius
10279,2005,2005-07-28,51.748386,0.55105703,2.0,Tinca tinca
10280,2005,2005-07-28,51.748386,0.55105703,15.0,Perca fluviatilis
10283,2005,2005-07-28,51.748386,0.55105703,23.0,Anguilla anguilla
10284,2006,2006-06-23,51.748386,0.55105703,649.0,Rutilus rutilus
10285,2006,2006-06-23,51.748386,0.55105703,24.0,Esox lucius
10286,2006,2006-06-23,51.748386,0.55105703,16.0,Tinca tinca
10287,2006,2006-06-23,51.748386,0.55105703,9.0,Perca fluviatilis
10290,2006,2006-06-23,51.748386,0.55105703,44.0,Anguilla anguilla
10291,2006,2006-06-23,51.748386,0.55105703,3.0,Scardinius erythrophthalmus
10293,2007,2007-06-19,51.748386,0.55105703,227.0,Rutilus rutilus
10294,2007,2007-06-19,51.748386,0.55105703,12.0,Esox lucius
10295,2007,2007-06-19,51.748386,0.55105703,13.0,Perca fluviatilis
10298,2007,2007-06-19,51.748386,0.55105703,3.0,Tinca tinca
10300,2007,2007-06-19,51.748386,0.55105703,1.0,Scardinius erythrophthalmus
10301,2007,2007-06-19,51.748386,0.55105703,22.0,Anguilla anguilla
10302,2008,2008-06-26,51.748386,0.55105703,226.0,Rutilus rutilus
10303,2008,2008-06-26,51.748386,0.55105703,14.0,Esox lucius
10305,2008,2008-06-26,51.748386,0.55105703,17.0,Perca fluviatilis
10306,2008,2008-06-26,51.748386,0.55105703,8.0,Tinca tinca
10308,2008,2008-06-26,51.748386,0.55105703,27.0,Anguilla anguilla
10310,2009,2009-06-11,51.748386,0.55105703,394.0,Rutilus rutilus
10311,2009,2009-06-11,51.748386,0.55105703,43.0,Perca fluviatilis
10313,2009,2009-06-11,51.748386,0.55105703,33.0,Esox lucius
10316,2009,2009-06-11,51.748386,0.55105703,79.0,Anguilla anguilla
10318,2009,2009-06-11,51.748386,0.55105703,3.0,Tinca tinca
10319,2010,2010-07-01,51.748386,0.55105703,343.0,Rutilus rutilus
10321,2010,2010-07-01,51.748386,0.55105703,30.0,Perca fluviatilis
10323,2010,2010-07-01,51.748386,0.55105703,2.0,Tinca tinca
10325,2010,2010-07-01,51.748386,0.55105703,11.0,Esox lucius
10326,2010,2010-07-01,51.748386,0.55105703,22.0,Anguilla anguilla
10328,2013,2013-07-05,51.748386,0.55105703,390.0,Rutilus rutilus
10329,2013,2013-07-05,51.748386,0.55105703,21.0,Esox lucius
10331,2013,2013-07-05,51.748386,0.55105703,15.0,Perca fluviatilis
10333,2013,2013-07-05,51.748386,0.55105703,3.0,Scardinius erythrophthalmus
10334,2013,2013-07-05,51.748386,0.55105703,2.0,Phoxinus phoxinus
10335,2013,2013-07-05,51.748386,0.55105703,1.0,Tinca tinca
10338,2013,2013-07-05,51.748386,0.55105703,31.0,Anguilla anguilla
10339,2016,2016-07-06,51.748386,0.55105703,957.0,Rutilus rutilus
10342,2016,2016-07-06,51.748386,0.55105703,51.0,Perca fluviatilis
10343,2016,2016-07-06,51.748386,0.55105703,24.0,Esox lucius
10344,2016,2016-07-06,51.748386,0.55105703,1.0,Tinca tinca
10346,2016,2016-07-06,51.748386,0.55105703,4.0,Gobio gobio
10349,2016,2016-07-06,51.748386,0.55105703,1.0,Gasterosteus aculeatus
10350,2016,2016-07-06,51.748386,0.55105703,22.0,Anguilla anguilla
10351,2019,2019-07-11,51.748378,0.5506219,408.0,Rutilus rutilus
10353,2019,2019-07-11,51.748378,0.5506219,18.0,Perca fluviatilis
10354,2019,2019-07-11,51.748378,0.5506219,16.0,Esox lucius
10356,2019,2019-07-11,51.748378,0.5506219,8.0,Gobio gobio
10357,2019,2019-07-11,51.748378,0.5506219,1.0,Tinca tinca
10359,2019,2019-07-11,51.748378,0.5506219,1.0,Phoxinus phoxinus
10362,2019,2019-07-11,51.748378,0.5506219,1.0,Scardinius erythrophthalmus
10363,2019,2019-07-11,51.748378,0.5506219,6.0,Anguilla anguilla
10364,2022,2022-06-06,51.74837,0.55054904,186.0,Rutilus rutilus
10365,2022,2022-06-06,51.74837,0.55054904,10.0,Esox lucius
10366,2022,2022-06-06,51.74837,0.55054904,63.0,Perca fluviatilis
10370,2022,2022-06-06,51.74837,0.55054904,2.0,Tinca tinca
10373,2022,2022-06-06,51.74837,0.55054904,6.0,Gobio gobio
10374,2022,2022-06-06,51.74837,0.55054904,22.0,Anguilla anguilla
10375,2004,2004-07-07,51.746747,0.54372071,290.0,Rutilus rutilus
10376,2004,2004-07-07,51.746747,0.54372071,4.0,Perca fluviatilis
10379,2004,2004-07-07,51.746747,0.54372071,11.0,Esox lucius
10380,2004,2004-07-07,51.746747,0.54372071,1.0,Tinca tinca
10381,2004,2004-07-07,51.746747,0.54372071,1.0,Scardinius erythrophthalmus
10382,2004,2004-07-07,51.746747,0.54372071,6.0,Anguilla anguilla
10384,2007,2007-06-20,51.746747,0.54372071,384.0,Rutilus rutilus
10385,2007,2007-06-20,51.746747,0.54372071,26.0,Perca fluviatilis
10386,2007,2007-06-20,51.746747,0.54372071,13.0,Tinca tinca
10387,2007,2007-06-20,51.746747,0.54372071,1.0,Scardinius erythrophthalmus
10388,2007,2007-06-20,51.746747,0.54372071,11.0,Esox lucius
10391,2007,2007-06-20,51.746747,0.54372071,24.0,Anguilla anguilla
10393,2010,2010-06-16,51.746747,0.54372071,541.0,Rutilus rutilus
10395,2010,2010-06-16,51.746747,0.54372071,27.0,Perca fluviatilis
10396,2010,2010-06-16,51.746747,0.54372071,3.0,Esox lucius
10398,2010,2010-06-16,51.746747,0.54372071,11.0,Anguilla anguilla
10400,2004,2004-10-20,51.747801,0.5365359,58.0,Rutilus rutilus
10401,2004,2004-10-20,51.747801,0.5365359,19.0,Esox lucius
10402,2004,2004-10-20,51.747801,0.5365359,19.0,Perca fluviatilis
10405,2004,2004-10-20,51.747801,0.5365359,11.0,Anguilla anguilla
10406,2007,2007-10-26,51.747801,0.5365359,17.0,Perca fluviatilis
10407,2007,2007-10-26,51.747801,0.5365359,10.0,Esox lucius
10408,2007,2007-10-26,51.747801,0.5365359,2.0,Rutilus rutilus
10410,2007,2007-10-26,51.747801,0.5365359,6.0,Anguilla anguilla
10411,2004,2004-07-12,51.742692,0.5232118,204.0,Rutilus rutilus
10412,2004,2004-07-12,51.742692,0.5232118,10.0,Esox lucius
10414,2004,2004-07-12,51.742692,0.5232118,8.0,Perca fluviatilis
10415,2004,2004-07-12,51.742692,0.5232118,3.0,Tinca tinca
10416,2004,2004-07-12,51.742692,0.5232118,16.0,Anguilla anguilla
10418,2007,2007-06-21,51.742692,0.5232118,93.0,Rutilus rutilus
10419,2007,2007-06-21,51.742692,0.5232118,4.0,Esox lucius
10421,2007,2007-06-21,51.742692,0.5232118,13.0,Perca fluviatilis
10422,2007,2007-06-21,51.742692,0.5232118,24.0,Anguilla anguilla
