,EVENT_DATE_YEAR,EVENT_DATE,LAT,LONG,SPCSNO,LATIN_NAME
9235,2017,2017-08-21,51.920727,0.52445963,17.0,Gobio gobio
9237,2017,2017-08-21,51.920727,0.52445963,183.0,Phoxinus phoxinus
9238,2017,2017-08-21,51.920727,0.52445963,6.0,Anguilla anguilla
9239,2021,2021-08-31,51.921442,0.52297266,16.0,Rutilus rutilus
9240,2021,2021-08-31,51.921442,0.52297266,23.0,Salmo trutta
9243,2021,2021-08-31,51.921442,0.52297266,1.0,Esox lucius
9244,2021,2021-08-31,51.921442,0.52297266,1.0,Perca fluviatilis
9245,2021,2021-08-31,51.921442,0.52297266,2.0,Gasterosteus aculeatus
9247,2021,2021-08-31,51.921442,0.52297266,350.0,Phoxinus phoxinus
9248,2021,2021-08-31,51.921442,0.52297266,14.0,Gobio gobio
9250,2023,2023-08-18,51.920727,0.52445963,2.0,Rutilus rutilus
9253,2023,2023-08-18,51.920727,0.52445963,18.0,Salmo trutta
9254,2023,2023-08-18,51.920727,0.52445963,1.0,Perca fluviatilis
9256,2023,2023-08-18,51.920727,0.52445963,9.0,Gobio gobio
9257,2023,2023-08-18,51.920727,0.52445963,20.0,Phoxinus phoxinus
9261,2005,2005-08-10,51.932591,0.51639707,11.0,Salmo trutta
9262,2005,2005-08-10,51.932591,0.51639707,6.0,Gobio gobio
9263,2005,2005-08-10,51.932591,0.51639707,12.0,Rutilus rutilus
9266,2005,2005-08-10,51.932591,0.51639707,5.0,Phoxinus phoxinus
9267,2005,2005-08-10,51.932591,0.51639707,4.0,Anguilla anguilla
9268,2008,2008-08-08,51.932591,0.51639707,2.0,Salmo trutta
9272,2008,2008-08-08,51.932591,0.51639707,15.0,Rutilus rutilus
9273,2008,2008-08-08,51.932591,0.51639707,20.0,Gobio gobio
9274,2008,2008-08-08,51.932591,0.51639707,18.0,Phoxinus phoxinus
9275,2008,2008-08-08,51.932591,0.51639707,1.0,Gasterosteus aculeatus
9276,2008,2008-08-08,51.932591,0.51639707,1.0,Esox lucius
9277,2011,2011-08-25,51.932591,0.51639707,5.0,Rutilus rutilus
9278,2011,2011-08-25,51.932591,0.51639707,4.0,Esox lucius
9283,2011,2011-08-25,51.932591,0.51639707,12.0,Gobio gobio
9284,2011,2011-08-25,51.932591,0.51639707,31.0,Phoxinus phoxinus
9285,2011,2011-08-25,51.932591,0.51639707,2.0,Salmo trutta
9286,2011,2011-08-25,51.932591,0.51639707,2.0,Gasterosteus aculeatus
9287,2014,2014-08-19,51.932591,0.51639707,2.0,Rutilus rutilus
9289,2014,2014-08-19,51.932591,0.51639707,7.0,Salmo trutta
9290,2014,2014-08-19,51.932591,0.51639707,1.0,Esox lucius
9292,2014,2014-08-19,51.932591,0.51639707,25.0,Gobio gobio
9295,2014,2014-08-19,51.932591,0.51639707,50.0,Phoxinus phoxinus
9296,2014,2014-08-19,51.932591,0.51639707,5.0,Gasterosteus aculeatus
9297,2017,2017-08-16,51.932591,0.51639707,3.0,Rutilus rutilus
9301,2017,2017-08-16,51.932591,0.51639707,3.0,Esox lucius
9302,2017,2017-08-16,51.932591,0.51639707,404.0,Phoxinus phoxinus
9304,2017,2017-08-16,51.932591,0.51639707,15.0,Salmo trutta
9305,2017,2017-08-16,51.932591,0.51639707,2.0,Gobio gobio
9306,2017,2017-08-16,51.932591,0.51639707,3.0,Gasterosteus aculeatus
9307,2021,2021-08-10,51.932591,0.51639707,5.0,Rutilus rutilus
9308,2021,2021-08-10,51.932591,0.51639707,1.0,Gasterosteus aculeatus
9310,2021,2021-08-10,51.932591,0.51639707,12.0,Salmo trutta
9312,2021,2021-08-10,51.932591,0.51639707,7.0,Gobio gobio
9313,2021,2021-08-10,51.932591,0.51639707,77.0,Phoxinus phoxinus
9315,2005,2005-08-16,51.938413,0.49635372,9.0,Salmo trutta
9318,2005,2005-08-16,51.938413,0.49635372,1.0,Gobio gobio
9319,2005,2005-08-16,51.938413,0.49635372,7.0,Rutilus rutilus
9321,2005,2005-08-16,51.938413,0.49635372,1.0,Cyprinus carpio
9322,2008,2008-08-28,51.938413,0.49635372,13.0,Salmo trutta
9325,2008,2008-08-28,51.938413,0.49635372,14.0,Rutilus rutilus
9327,2008,2008-08-28,51.938413,0.49635372,4.0,Phoxinus phoxinus
9328,2008,2008-08-28,51.938413,0.49635372,10.0,Gobio gobio
9329,2008,2008-08-28,51.938413,0.49635372,2.0,Gasterosteus aculeatus
9330,2008,2008-08-28,51.938413,0.49635372,1.0,Anguilla anguilla
9331,2011,2011-08-17,51.938413,0.49635372,1.0,Rutilus rutilus
9333,2011,2011-08-17,51.938413,0.49635372,10.0,Salmo trutta
9335,2011,2011-08-17,51.938413,0.49635372,7.0,Gobio gobio
9337,2011,2011-08-17,51.938413,0.49635372,21.0,Phoxinus phoxinus
9338,2011,2011-08-17,51.938413,0.49635372,7.0,Gasterosteus aculeatus
9339,2014,2014-08-14,51.938413,0.49635372,5.0,Rutilus rutilus
9341,2014,2014-08-14,51.938413,0.49635372,36.0,Salmo trutta
9343,2014,2014-08-14,51.938413,0.49635372,18.0,Gobio gobio
9345,2014,2014-08-14,51.938413,0.49635372,11.0,Phoxinus phoxinus
9346,2014,2014-08-14,51.938413,0.49635372,1.0,Scardinius erythrophthalmus
9348,2014,2014-08-14,51.938413,0.49635372,1.0,Anguilla anguilla
9349,2014,2014-08-14,51.938413,0.49635372,2.0,Gasterosteus aculeatus
9350,2017,2017-08-09,51.938413,0.49635372,2.0,Rutilus rutilus
9351,2017,2017-08-09,51.938413,0.49635372,2.0,Gobio gobio
9352,2017,2017-08-09,51.938413,0.49635372,17.0,Salmo trutta
9355,2017,2017-08-09,51.938413,0.49635372,16.0,Phoxinus phoxinus
9358,2023,2023-08-09,51.938413,0.49635372,3.0,Rutilus rutilus
9359,2023,2023-08-09,51.938413,0.49635372,15.0,Salmo trutta
9361,2023,2023-08-09,51.938413,0.49635372,1.0,Gasterosteus aculeatus
9362,2023,2023-08-09,51.938413,0.49635372,1.0,Gobio gobio
9365,2023,2023-08-09,51.938413,0.49635372,8.0,Phoxinus phoxinus
9366,2005,2005-08-15,51.946038,0.48366594,24.0,Salmo trutta
9369,2005,2005-08-15,51.946038,0.48366594,54.0,Gobio gobio
9370,2005,2005-08-15,51.946038,0.48366594,21.0,Rutilus rutilus
9371,2005,2005-08-15,51.946038,0.48366594,10.0,Phoxinus phoxinus
9373,2005,2005-08-15,51.946038,0.48366594,1.0,Anguilla anguilla
9374,2005,2005-08-15,51.946038,0.48366594,1.0,Gasterosteus aculeatus
9375,2008,2008-08-22,51.946038,0.48366594,15.0,Salmo trutta
9378,2008,2008-08-22,51.946038,0.48366594,5.0,Rutilus rutilus
9379,2008,2008-08-22,51.946038,0.48366594,21.0,Gobio gobio
9380,2008,2008-08-22,51.946038,0.48366594,20.0,Phoxinus phoxinus
9385,2005,2005-08-01,51.952439,0.47093575,21.0,Gobio gobio
9386,2005,2005-08-01,51.952439,0.47093575,3.0,Rutilus rutilus
9388,2005,2005-08-01,51.952439,0.47093575,12.0,Salmo trutta
9389,2005,2005-08-01,51.952439,0.47093575,2.0,Phoxinus phoxinus
9392,2008,2008-08-11,51.952439,0.47093575,11.0,Salmo trutta
9393,2008,2008-08-11,51.952439,0.47093575,20.0,Phoxinus phoxinus
9395,2008,2008-08-11,51.952439,0.47093575,29.0,Gobio gobio
9398,2008,2008-08-11,51.952439,0.47093575,1.0,Gasterosteus aculeatus
9399,2008,2008-08-11,51.952439,0.47093575,26.0,Rutilus rutilus
9400,2005,2005-08-08,51.952906,0.45634917,22.0,Salmo trutta
9403,2005,2005-08-08,51.952906,0.45634917,29.0,Gobio gobio
9404,2005,2005-08-08,51.952906,0.45634917,2.0,Rutilus rutilus
9406,2005,2005-08-08,51.952906,0.45634917,4.0,Phoxinus phoxinus
9408,2005,2005-08-08,51.952906,0.45634917,1.0,Anguilla anguilla
9409,2008,2008-08-27,51.952906,0.45634917,30.0,Salmo trutta
9411,2008,2008-08-27,51.952906,0.45634917,8.0,Rutilus rutilus
9413,2008,2008-08-27,51.952906,0.45634917,9.0,Phoxinus phoxinus
9415,2008,2008-08-27,51.952906,0.45634917,13.0,Gobio gobio
9417,2008,2008-08-27,51.952906,0.45634917,3.0,Anguilla anguilla
9418,2011,2011-08-16,51.952906,0.45634917,11.0,Rutilus rutilus
9421,2011,2011-08-16,51.952906,0.45634917,32.0,Salmo trutta
9424,2011,2011-08-16,51.952906,0.45634917,1.0,Anguilla anguilla
9425,2011,2011-08-16,51.952906,0.45634917,24.0,Phoxinus phoxinus
9426,2011,2011-08-16,51.952906,0.45634917,9.0,Gobio gobio
9427,2011,2011-08-16,51.952906,0.45634917,16.0,Gasterosteus aculeatus
9429,2014,2014-08-27,51.952906,0.45634917,1.0,Rutilus rutilus
9430,2014,2014-08-27,51.952906,0.45634917,42.0,Salmo trutta
9434,2014,2014-08-27,51.952906,0.45634917,14.0,Phoxinus phoxinus
9435,2014,2014-08-27,51.952906,0.45634917,1.0,Gobio gobio
9439,2014,2014-08-27,51.952906,0.45634917,1.0,Anguilla anguilla
9440,2017,2017-08-30,51.952906,0.45634917,78.0,Salmo trutta
9444,2017,2017-08-30,51.952906,0.45634917,1.0,Gobio gobio
9446,2017,2017-08-30,51.952906,0.45634917,73.0,Phoxinus phoxinus
9449,2021,2021-08-18,51.952906,0.45634917,43.0,Salmo trutta
9453,2021,2021-08-18,51.952906,0.45634917,203.0,Phoxinus phoxinus
9456,2005,2005-08-05,51.958017,0.41884217,24.0,Salmo trutta
9460,2005,2005-08-05,51.958017,0.41884217,2.0,Phoxinus phoxinus
9462,2008,2008-08-19,51.958017,0.41884217,14.0,Salmo trutta
9464,2008,2008-08-19,51.958017,0.41884217,9.0,Rutilus rutilus
9466,2008,2008-08-19,51.958017,0.41884217,14.0,Gasterosteus aculeatus
9468,2008,2008-08-19,51.958017,0.41884217,19.0,Phoxinus phoxinus
9470,2008,2008-08-19,51.958017,0.41884217,6.0,Gobio gobio
9471,2011,2011-08-11,51.958017,0.41884217,1.0,Rutilus rutilus
9472,2011,2011-08-11,51.958017,0.41884217,20.0,Salmo trutta
9475,2011,2011-08-11,51.958017,0.41884217,22.0,Phoxinus phoxinus
9477,2011,2011-08-11,51.958017,0.41884217,24.0,Gasterosteus aculeatus
9479,2011,2011-08-11,51.958017,0.41884217,2.0,Gobio gobio
9480,2014,2014-08-28,51.958017,0.41884217,22.0,Salmo trutta
9483,2014,2014-08-28,51.958017,0.41884217,1.0,Gobio gobio
9486,2014,2014-08-28,51.958017,0.41884217,33.0,Phoxinus phoxinus
9487,2017,2017-08-29,51.959285,0.41843006,19.0,Salmo trutta
9490,2017,2017-08-29,51.959285,0.41843006,350.0,Phoxinus phoxinus
9491,2017,2017-08-29,51.959285,0.41843006,7.0,Gasterosteus aculeatus
9494,2017,2017-08-29,51.959285,0.41843006,1.0,Gobio gobio
9495,2017,2017-08-29,51.959285,0.41843006,1.0,Carassius auratus
9497,2021,2021-08-03,51.958017,0.41884217,27.0,Salmo trutta
9498,2021,2021-08-03,51.958017,0.41884217,4.0,Gobio gobio
9500,2021,2021-08-03,51.958017,0.41884217,1.0,Tinca tinca
9502,2021,2021-08-03,51.958017,0.41884217,78.0,Phoxinus phoxinus
9504,2021,2021-08-03,51.958017,0.41884217,1.0,Gasterosteus aculeatus
9505,2023,2023-10-24,51.958017,0.41884217,1.0,Rutilus rutilus
9506,2023,2023-10-24,51.958017,0.41884217,14.0,Salmo trutta
9509,2023,2023-10-24,51.958017,0.41884217,3.0,Gasterosteus aculeatus
9512,2023,2023-10-24,51.958017,0.41884217,4.0,Gobio gobio
9513,2023,2023-10-24,51.958017,0.41884217,54.0,Phoxinus phoxinus
9514,2005,2005-08-04,51.970742,0.4122477,15.0,Salmo trutta
9518,2005,2005-08-04,51.970742,0.4122477,10.0,Phoxinus phoxinus
9520,2008,2008-08-13,51.970742,0.4122477,7.0,Salmo trutta
9524,2008,2008-08-13,51.970742,0.4122477,15.0,Phoxinus phoxinus
9525,2008,2008-08-13,51.970742,0.4122477,5.0,Gasterosteus aculeatus
9527,2005,2005-08-03,51.989016,0.3977029,73.0,Salmo trutta
9530,2005,2005-08-03,51.989016,0.3977029,2.0,Gobio gobio
9532,2005,2005-08-03,51.989016,0.3977029,1.0,Perca fluviatilis
9533,2005,2005-08-03,51.989016,0.3977029,22.0,Phoxinus phoxinus
9534,2005,2005-08-03,51.989016,0.3977029,1.0,Anguilla anguilla
9536,2005,2005-08-03,51.989016,0.3977029,1.0,Rutilus rutilus
9539,2008,2008-08-05,51.989016,0.3977029,12.0,Salmo trutta
9540,2008,2008-08-05,51.989016,0.3977029,8.0,Gasterosteus aculeatus
9543,2008,2008-08-05,51.989016,0.3977029,8.0,Phoxinus phoxinus
9546,2005,2005-11-09,51.795034,0.63780978,69.0,Rutilus rutilus
9547,2005,2005-11-09,51.795034,0.63780978,182.0,Gobio gobio
9549,2005,2005-11-09,51.795034,0.63780978,4.0,Scardinius erythrophthalmus
9551,2005,2005-11-09,51.795034,0.63780978,26.0,Phoxinus phoxinus
9553,2005,2005-11-09,51.795034,0.63780978,1.0,Esox lucius
9554,2005,2005-11-09,51.795034,0.63780978,55.0,Anguilla anguilla
9555,2005,2005-11-09,51.795034,0.63780978,2.0,Gasterosteus aculeatus
9556,2005,2005-11-09,51.795034,0.63780978,2.0,Carassius auratus
9557,2011,2011-10-12,51.795034,0.63780978,50.0,Rutilus rutilus
9560,2011,2011-10-12,51.795034,0.63780978,43.0,Gobio gobio
9561,2011,2011-10-12,51.795034,0.63780978,1.0,Gasterosteus aculeatus
9562,2011,2011-10-12,51.795034,0.63780978,25.0,Esox lucius
9564,2011,2011-10-12,51.795034,0.63780978,25.0,Phoxinus phoxinus
9566,2011,2011-10-12,51.795034,0.63780978,18.0,Anguilla anguilla
9568,2005,2005-11-22,51.802284,0.63533194,52.0,Rutilus rutilus
9570,2005,2005-11-22,51.802284,0.63533194,28.0,Gobio gobio
9572,2005,2005-11-22,51.802284,0.63533194,2.0,Gasterosteus aculeatus
9574,2005,2005-11-22,51.802284,0.63533194,25.0,Phoxinus phoxinus
9577,2005,2005-11-11,51.811428,0.62939461,6.0,Rutilus rutilus
9579,2005,2005-11-11,51.811428,0.62939461,8.0,Gobio gobio
9581,2005,2005-11-11,51.811428,0.62939461,3.0,Scardinius erythrophthalmus
9582,2005,2005-11-11,51.811428,0.62939461,8.0,Gasterosteus aculeatus
9583,2005,2005-11-11,51.811428,0.62939461,21.0,Phoxinus phoxinus
9584,2005,2005-11-11,51.811428,0.62939461,21.0,Anguilla anguilla
9585,2005,2005-11-11,51.811428,0.62939461,1.0,Salmo trutta
9588,2005,2005-11-23,51.827181,0.60775771,19.0,Gobio gobio
9589,2005,2005-11-23,51.827181,0.60775771,3.0,Rutilus rutilus
9592,2005,2005-11-23,51.827181,0.60775771,37.0,Phoxinus phoxinus
9593,2005,2005-11-23,51.827181,0.60775771,17.0,Anguilla anguilla
9596,2005,2005-11-24,51.833725,0.59652314,8.0,Gobio gobio
9597,2005,2005-11-24,51.833725,0.59652314,1.0,Rutilus rutilus
9599,2005,2005-11-24,51.833725,0.59652314,6.0,Anguilla anguilla
9600,2005,2005-11-24,51.833725,0.59652314,23.0,Phoxinus phoxinus
9602,2004,2004-10-04,51.739899,0.68964284,96.0,Rutilus rutilus
9604,2004,2004-10-04,51.739899,0.68964284,19.0,Esox lucius
9605,2004,2004-10-04,51.739899,0.68964284,7.0,Perca fluviatilis
9606,2004,2004-10-04,51.739899,0.68964284,1.0,Tinca tinca
9609,2004,2004-10-04,51.739899,0.68964284,1.0,Anguilla anguilla
9610,2007,2007-06-15,51.739899,0.68964284,509.0,Rutilus rutilus
9612,2007,2007-06-15,51.739899,0.68964284,7.0,Scardinius erythrophthalmus
9613,2007,2007-06-15,51.739899,0.68964284,12.0,Esox lucius
9614,2007,2007-06-15,51.739899,0.68964284,15.0,Perca fluviatilis
9615,2007,2007-06-15,51.739899,0.68964284,17.0,Anguilla anguilla
9616,2007,2007-06-15,51.739899,0.68964284,6.0,Tinca tinca
9619,2010,2010-07-28,51.739899,0.68964284,94.0,Rutilus rutilus
9621,2010,2010-07-28,51.739899,0.68964284,9.0,Esox lucius
9622,2010,2010-07-28,51.739899,0.68964284,8.0,Perca fluviatilis
9623,2010,2010-07-28,51.739899,0.68964284,1.0,Tinca tinca
9624,2010,2010-07-28,51.739899,0.68964284,3.0,Anguilla anguilla
9625,2004,2004-06-22,51.737535,0.67501715,272.0,Rutilus rutilus
9626,2004,2004-06-22,51.737535,0.67501715,35.0,Esox lucius
9627,2004,2004-06-22,51.737535,0.67501715,22.0,Perca fluviatilis
9629,2004,2004-06-22,51.737535,0.67501715,2.0,Scardinius erythrophthalmus
9631,2004,2004-06-22,51.737535,0.67501715,1.0,Tinca tinca
9632,2004,2004-06-22,51.737535,0.67501715,9.0,Anguilla anguilla
9633,2007,2007-06-06,51.737535,0.67501715,629.0,Rutilus rutilus
9635,2007,2007-06-06,51.737535,0.67501715,20.0,Esox lucius
9636,2007,2007-06-06,51.737535,0.67501715,63.0,Perca fluviatilis
9638,2007,2007-06-06,51.737535,0.67501715,6.0,Scardinius erythrophthalmus
9639,2007,2007-06-06,51.737535,0.67501715,3.0,Tinca tinca
9640,2007,2007-06-06,51.737535,0.67501715,1.0,Gobio gobio
9641,2007,2007-06-06,51.737535,0.67501715,14.0,Anguilla anguilla
9644,2010,2010-07-07,51.737535,0.67501715,230.0,Rutilus rutilus
9647,2010,2010-07-07,51.737535,0.67501715,7.0,Scardinius erythrophthalmus
9648,2010,2010-07-07,51.737535,0.67501715,1.0,Tinca tinca
9649,2010,2010-07-07,51.737535,0.67501715,22.0,Esox lucius
9650,2010,2010-07-07,51.737535,0.67501715,7.0,Perca fluviatilis
9651,2010,2010-07-07,51.737535,0.67501715,2.0,Anguilla anguilla
9653,2004,2004-10-19,51.743154,0.66520827,57.0,Rutilus rutilus
9654,2004,2004-10-19,51.743154,0.66520827,37.0,Perca fluviatilis
9655,2004,2004-10-19,51.743154,0.66520827,20.0,Esox lucius
9657,2004,2004-10-19,51.743154,0.66520827,2.0,Tinca tinca
9658,2004,2004-10-19,51.743154,0.66520827,1.0,Platichthys flesus
9660,2004,2004-10-19,51.743154,0.66520827,1.0,Pomatoschistus microps
9661,2004,2004-10-19,51.743154,0.66520827,5.0,Anguilla anguilla
9664,2007,2007-06-04,51.743154,0.66520827,1244.0,Rutilus rutilus
9665,2007,2007-06-04,51.743154,0.66520827,6.0,Scardinius erythrophthalmus
9666,2007,2007-06-04,51.743154,0.66520827,58.0,Perca fluviatilis
9667,2007,2007-06-04,51.743154,0.66520827,22.0,Esox lucius
9671,2007,2007-06-04,51.743154,0.66520827,4.0,Anguilla anguilla
9673,2007,2007-06-04,51.743154,0.66520827,2.0,Phoxinus phoxinus
9674,2007,2007-06-04,51.743154,0.66520827,1.0,Tinca tinca
9677,2010,2010-07-23,51.743154,0.66520827,368.0,Rutilus rutilus
9678,2010,2010-07-23,51.743154,0.66520827,15.0,Esox lucius
9679,2010,2010-07-23,51.743154,0.66520827,18.0,Perca fluviatilis
9682,2010,2010-07-23,51.743154,0.66520827,1.0,Anguilla anguilla
9684,2016,2016-07-22,51.743154,0.66520827,428.0,Rutilus rutilus
9685,2016,2016-07-22,51.743154,0.66520827,1.0,Tinca tinca
9686,2016,2016-07-22,51.743154,0.66520827,9.0,Perca fluviatilis
9687,2016,2016-07-22,51.743154,0.66520827,9.0,Esox lucius
9690,2016,2016-07-22,51.743154,0.66520827,5.0,Anguilla anguilla
9691,2019,2019-07-17,51.74361,0.66453972,764.0,Rutilus rutilus
9692,2019,2019-07-17,51.74361,0.66453972,32.0,Perca fluviatilis
9695,2019,2019-07-17,51.74361,0.66453972,10.0,Esox lucius
9697,2019,2019-07-17,51.74361,0.66453972,1.0,Scardinius erythrophthalmus
9698,2019,2019-07-17,51.74361,0.66453972,2.0,Tinca tinca
9699,2019,2019-07-17,51.74361,0.66453972,1.0,Anguilla anguilla
9701,2019,2019-07-17,51.74361,0.66453972,1.0,Phoxinus phoxinus
9702,2022,2022-07-25,51.743328,0.6650447,582.0,Rutilus rutilus
9703,2022,2022-07-25,51.743328,0.6650447,32.0,Perca fluviatilis
9704,2022,2022-07-25,51.743328,0.6650447,15.0,Esox lucius
9707,2022,2022-07-25,51.743328,0.6650447,1.0,Scardinius erythrophthalmus
9710,2022,2022-07-25,51.743328,0.6650447,1.0,Anguilla anguilla
9711,2004,2004-10-12,51.744183,0.65947394,762.0,Rutilus rutilus
9713,2004,2004-10-12,51.744183,0.65947394,24.0,Esox lucius
9716,2004,2004-10-12,51.744183,0.65947394,14.0,Perca fluviatilis
9717,2004,2004-10-12,51.744183,0.65947394,8.0,Anguilla anguilla
9719,2007,2007-10-12,51.744183,0.65947394,279.0,Rutilus rutilus
9720,2007,2007-10-12,51.744183,0.65947394,11.0,Esox lucius
9722,2007,2007-10-12,51.744183,0.65947394,15.0,Perca fluviatilis
9723,2007,2007-10-12,51.744183,0.65947394,3.0,Gobio gobio
9724,2007,2007-10-12,51.744183,0.65947394,1.0,Tinca tinca
9725,2007,2007-10-12,51.744183,0.65947394,29.0,Anguilla anguilla
9729,2010,2010-11-03,51.744183,0.65947394,267.0,Rutilus rutilus
9730,2010,2010-11-03,51.744183,0.65947394,103.0,Perca fluviatilis
9731,2010,2010-11-03,51.744183,0.65947394,21.0,Esox lucius
9732,2010,2010-11-03,51.744183,0.65947394,6.0,Tinca tinca
9734,2010,2010-11-03,51.744183,0.65947394,51.0,Anguilla anguilla
9735,2010,2010-11-03,51.744183,0.65947394,1.0,Gobio gobio
9736,2004,2004-06-23,51.746241,0.64800448,120.0,Rutilus rutilus
9739,2004,2004-06-23,51.746241,0.64800448,9.0,Perca fluviatilis
9741,2004,2004-06-23,51.746241,0.64800448,6.0,Esox lucius
9742,2004,2004-06-23,51.746241,0.64800448,3.0,Anguilla anguilla
9743,2007,2007-06-07,51.746241,0.64800448,287.0,Rutilus rutilus
9744,2007,2007-06-07,51.746241,0.64800448,2.0,Tinca tinca
9746,2007,2007-06-07,51.746241,0.64800448,22.0,Perca fluviatilis
9749,2007,2007-06-07,51.746241,0.64800448,17.0,Esox lucius
9750,2007,2007-06-07,51.746241,0.64800448,26.0,Anguilla anguilla
9751,2007,2007-06-07,51.746241,0.64800448,3.0,Gobio gobio
9752,2007,2007-06-07,51.746241,0.64800448,2.0,Phoxinus phoxinus
9753,2007,2007-06-07,51.746241,0.64800448,1.0,Carassius auratus
9755,2010,2010-08-05,51.746241,0.64800448,332.0,Rutilus rutilus
9756,2010,2010-08-05,51.746241,0.64800448,20.0,Esox lucius
9758,2010,2010-08-05,51.746241,0.64800448,46.0,Perca fluviatilis
9760,2010,2010-08-05,51.746241,0.64800448,14.0,Phoxinus phoxinus
9761,2010,2010-08-05,51.746241,0.64800448,2.0,Tinca tinca
9762,2010,2010-08-05,51.746241,0.64800448,8.0,Anguilla anguilla
9763,2010,2010-08-05,51.746241,0.64800448,2.0,Gobio gobio
9765,2013,2013-06-10,51.746241,0.64800448,640.0,Rutilus rutilus
9767,2013,2013-06-10,51.746241,0.64800448,37.0,Perca fluviatilis
9769,2013,2013-06-10,51.746241,0.64800448,1.0,Tinca tinca
9770,2013,2013-06-10,51.746241,0.64800448,13.0,Esox lucius
9773,2013,2013-06-10,51.746241,0.64800448,30.0,Phoxinus phoxinus
9774,2013,2013-06-10,51.746241,0.64800448,1.0,Cyprinus carpio
9775,2013,2013-06-10,51.746241,0.64800448,1.0,Cyprinus carpio
9778,2013,2013-06-10,51.746241,0.64800448,1.0,Cyprinus carpio
9779,2013,2013-06-10,51.746241,0.64800448,18.0,Anguilla anguilla
9780,2013,2013-06-10,51.746241,0.64800448,1.0,Anguilla anguilla
9781,2016,2016-07-04,51.746241,0.64800448,80.0,Rutilus rutilus
9783,2016,2016-07-04,51.746241,0.64800448,9.0,Esox lucius
9785,2016,2016-07-04,51.746241,0.64800448,29.0,Perca fluviatilis
9786,2016,2016-07-04,51.746241,0.64800448,8.0,Phoxinus phoxinus
9788,2016,2016-07-04,51.746241,0.64800448,1.0,Gobio gobio
9789,2016,2016-07-04,51.746241,0.64800448,1.0,Cyprinus carpio
9791,2016,2016-07-04,51.746241,0.64800448,14.0,Anguilla anguilla
9793,2019,2019-07-01,51.747141,0.64636203,293.0,Rutilus rutilus
9796,2019,2019-07-01,51.747141,0.64636203,15.0,Esox lucius
9797,2019,2019-07-01,51.747141,0.64636203,15.0,Perca fluviatilis
9798,2019,2019-07-01,51.747141,0.64636203,29.0,Phoxinus phoxinus
9800,2019,2019-07-01,51.747141,0.64636203,3.0,Gobio gobio
9801,2019,2019-07-01,51.747141,0.64636203,8.0,Anguilla anguilla
9802,2019,2019-07-01,51.747141,0.64636203,1.0,Tinca tinca
9803,2022,2022-06-23,51.747141,0.64636203,872.0,Rutilus rutilus
9805,2022,2022-06-23,51.747141,0.64636203,7.0,Tinca tinca
9807,2022,2022-06-23,51.747141,0.64636203,9.0,Esox lucius
9810,2022,2022-06-23,51.747141,0.64636203,50.0,Perca fluviatilis
9812,2022,2022-06-23,51.747141,0.64636203,4.0,Gobio gobio
9813,2022,2022-06-23,51.747141,0.64636203,19.0,Phoxinus phoxinus
9814,2022,2022-06-23,51.747141,0.64636203,15.0,Anguilla anguilla
9815,2004,2004-06-25,51.74544,0.64361135,122.0,Rutilus rutilus
9820,2004,2004-06-25,51.74544,0.64361135,3.0,Esox lucius
9821,2004,2004-06-25,51.74544,0.64361135,12.0,Gobio gobio
9822,2004,2004-06-25,51.74544,0.64361135,14.0,Perca fluviatilis
9823,2004,2004-06-25,51.74544,0.64361135,15.0,Anguilla anguilla
9824,2004,2004-06-25,51.74544,0.64361135,4.0,Anguilla anguilla
9825,2004,2004-06-25,51.74544,0.64361135,2.0,Phoxinus phoxinus
9827,2004,2004-06-25,51.74544,0.64361135,1.0,Salmo trutta
9828,2007,2007-06-14,51.74544,0.64361135,103.0,Rutilus rutilus
9831,2007,2007-06-14,51.74544,0.64361135,7.0,Esox lucius
9832,2007,2007-06-14,51.74544,0.64361135,9.0,Perca fluviatilis
9833,2007,2007-06-14,51.74544,0.64361135,11.0,Gobio gobio
9835,2007,2007-06-14,51.74544,0.64361135,4.0,Phoxinus phoxinus
9836,2007,2007-06-14,51.74544,0.64361135,28.0,Anguilla anguilla
9838,2010,2010-08-05,51.74544,0.64361135,461.0,Rutilus rutilus
9841,2010,2010-08-05,51.74544,0.64361135,10.0,Anguilla anguilla
9843,2010,2010-08-05,51.74544,0.64361135,14.0,Esox lucius
9844,2010,2010-08-05,51.74544,0.64361135,45.0,Perca fluviatilis
9845,2010,2010-08-05,51.74544,0.64361135,10.0,Phoxinus phoxinus
9846,2010,2010-08-05,51.74544,0.64361135,23.0,Gobio gobio
9848,2010,2010-08-05,51.74544,0.64361135,1.0,Cyprinus carpio
9851,2013,2013-06-12,51.74544,0.64361135,194.0,Rutilus rutilus
9853,2013,2013-06-12,51.74544,0.64361135,26.0,Phoxinus phoxinus
9854,2013,2013-06-12,51.74544,0.64361135,9.0,Esox lucius
9856,2013,2013-06-12,51.74544,0.64361135,32.0,Perca fluviatilis
9858,2013,2013-06-12,51.74544,0.64361135,17.0,Gobio gobio
9861,2013,2013-06-12,51.74544,0.64361135,16.0,Anguilla anguilla
9862,2016,2016-07-05,51.74544,0.64361135,144.0,Rutilus rutilus
9865,2016,2016-07-05,51.74544,0.64361135,71.0,Phoxinus phoxinus
9866,2016,2016-07-05,51.74544,0.64361135,23.0,Gobio gobio
9867,2016,2016-07-05,51.74544,0.64361135,3.0,Esox lucius
