SURVEY_RANKED_EASTING,SURVEY_RANKED_NORTHING
588500,237000
588500,237000
588500,237000
588500,237000
588500,237000
588500,237000
588500,237000
587200,237000
587200,237000
587200,237000
587200,237000
587200,237000
587200,237000
587200,237000
610900,219200
610900,219200
610900,219200
610900,219200
610900,219200
610900,219200
610300,221700
610300,221700
610300,221700
610300,221700
607900,220700
607900,220700
607900,220700
607900,220700
607900,220700
607900,220700
607900,220700
607900,220700
607900,220700
607900,220700
607900,220700
607900,220700
607900,220700
607900,220700
607500,223300
607500,223300
607500,223300
607500,223300
607500,223300
607500,223300
607500,223300
607500,223300
608300,225900
608300,225900
608300,225900
608300,225900
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594650,221786
594650,221786
594650,221786
594650,221786
594650,221786
594650,221786
594650,221786
594650,221786
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594652,221771
594652,221771
594652,221771
594652,221771
594652,221771
594652,221771
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594600,221700
594659,221765
594659,221765
594659,221765
594659,221765
594659,221765
594659,221765
594659,221765
593400,224100
593400,224100
593400,224100
593400,224100
593400,224100
593400,224100
593400,224100
593400,224100
593417,224208
593417,224208
593417,224208
593417,224208
593417,224208
591611,224384
591611,224384
591611,224384
591611,224384
591611,224384
591611,224384
591611,224384
591611,224384
602200,224500
602200,224500
602200,224500
602200,224500
602200,224500
602200,224500
602200,224500
602200,224500
602200,224500
602200,224500
602200,224500
602200,224500
602200,224500
602200,224500
602200,224500
602200,224500
602289,224559
602289,224559
602289,224559
602289,224559
602289,224559
602289,224559
602289,224559
603000,226100
603000,226100
603000,226100
603000,226100
603000,226100
603000,226100
603000,226100
603000,226100
603700,227600
603700,227600
603700,227600
603700,227600
603700,227600
603762,227603
603762,227603
603762,227603
586100,229800
586100,229800
586100,229800
586100,229800
586100,229800
586100,229800
586100,229800
586100,229800
586100,229800
586100,229800
586100,229800
586100,229800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
586000,230800
585300,233500
583600,228200
583600,228200
583600,228200
583600,228200
583600,228200
583600,228200
583600,228200
583600,228200
583600,228200
583600,228200
583600,228200
583600,228200
583600,228200
583600,228200
583600,228200
583600,228200
583600,228200
583627,228237
583627,228237
583627,228237
583627,228237
583627,228237
583627,228237
583627,228237
583627,228237
583627,228237
583627,228237
582200,227500
582200,227500
582200,227500
582200,227500
582200,227500
582200,227500
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
580900,228600
576100,229900
576100,229900
576100,229900
576100,229900
576100,229900
576100,229900
574900,230500
574900,230500
574900,230500
574900,230500
574900,230500
574900,230500
575000,230613
575000,230613
575000,230613
575000,230613
575000,230613
573100,231300
573100,231300
573100,231300
573100,231300
575900,237600
575900,237600
575900,237600
575900,237600
575900,237600
575900,237600
575900,237600
575900,237600
575937,237623
575937,237623
575937,237623
575937,237623
573600,236400
573600,236400
573600,236400
573600,236400
573659,236498
573659,236498
587500,219000
587500,219000
587500,219000
587500,219000
587500,219000
587500,219000
587500,219000
574000,222900
574000,222900
574000,222900
574000,222900
574000,222900
574000,222900
574000,222900
574000,222900
574000,222900
574000,222900
574000,222900
574000,222900
574000,222900
574000,222900
573970,222955
573970,222955
573970,222955
573970,222955
573970,222955
573970,222955
573200,223400
573200,223400
573200,223400
573200,223400
573200,223400
573200,223400
573200,223400
573200,223400
573200,223400
573200,223400
573200,223400
573200,223400
570800,226700
570800,226700
570800,226700
570800,226700
568233,231316
568233,231316
568233,231316
568233,231316
568233,231316
568233,231316
568233,231316
568233,231316
568233,231316
568233,231316
568233,231316
568233,231316
568233,231316
568300,233200
568300,233200
568300,233200
568300,233200
568300,233200
568300,233200
568300,233200
568300,233200
568300,233200
568300,233200
568351,233232
568351,233232
568351,233232
568351,233232
568500,234200
568500,234200
568500,234200
568500,234200
568500,234200
568500,234200
568500,234200
568500,234200
568500,234200
568500,234200
568500,234200
568500,234200
568500,234200
568500,234200
568500,234200
575600,215300
575600,215300
575600,215300
575600,215300
575600,215300
575600,215300
575600,215300
575600,215300
573897,215667
573897,215667
573897,215667
573897,215667
573897,215667
573897,215667
572600,216300
572600,216300
572600,216300
572600,216300
572600,216300
572600,216300
572600,216300
572600,216300
572600,216300
572600,216300
572600,216300
572600,216300
571000,218500
571000,218500
571000,218500
571000,218500
571800,220000
571800,220000
571800,220000
571800,220000
571800,220000
571818,220066
571818,220066
574500,204500
574500,204500
574500,204500
574500,204500
574500,204500
574500,204500
574500,204500
574500,204500
574500,204500
574500,204500
574500,204500
574500,204500
575500,204000
575500,204000
575500,204000
575500,204000
575500,204000
575500,204000
575500,204000
575500,204000
575500,204000
578200,203600
578200,203600
578200,203600
578200,203600
578200,203600
578200,203600
578200,203600
578200,203600
578200,203600
578200,203600
574500,204500
574500,204500
574500,204500
574500,204500
574700,202500
574700,202500
574700,202500
574700,202500
566800,220800
566800,220800
566800,220800
566800,220800
566800,220800
566800,220800
566800,220800
566800,220800
566800,220800
566800,220800
566808,220761
566808,220761
566808,220761
566808,220761
566808,220761
566808,220761
566808,220761
566808,220761
566808,220761
566808,220761
566100,223700
566100,223700
566100,223700
566100,223700
566100,223700
565400,225800
565400,225800
565400,225800
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
561979,223780
560200,226900
560200,226900
560200,226900
560200,226900
560100,226900
560100,226900
560100,226900
560100,226900
560100,226900
560100,226900
560100,226900
560800,230000
560800,230000
560800,230000
560800,230000
560800,230000
560775,230169
560775,230169
560775,230169
560775,230169
566499,209001
566499,209001
566499,209001
566499,209001
566499,209001
564000,211000
564000,211000
564000,211000
564000,211000
564000,211000
564000,211000
564000,211000
564000,211000
564000,211000
564000,211000
564000,211000
564000,211000
564000,211000
561500,213600
561500,213600
561500,213600
561500,213600
561500,213600
561562,213567
561562,213567
561562,213567
561562,213567
567300,207400
567300,207400
567300,207400
567300,207400
567300,207400
567300,207400
567251,207407
567251,207407
567251,207407
564400,208600
564400,208600
564400,208600
564400,208600
564400,208600
563200,207000
563200,207000
563200,207000
565200,198600
565200,198600
565200,198600
565200,198600
565200,198600
565200,198600
565200,198600
565200,198600
565200,198600
565200,198600
565200,198600
563800,198500
563800,198500
563800,198500
563800,198500
563800,198500
565300,194800
565300,194800
565300,194800
565300,194800
565300,194800
565300,194800
565300,194800
565300,194800
565300,194800
565300,194800
565300,194800
561000,196100
561000,196100
561000,196100
560000,196500
560000,196500
560000,196500
560000,196500
560000,196500
560000,196500
560000,196500
560000,196500
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
560500,198800
572300,193400
572300,193400
572300,193400
572300,193400
572300,193400
572300,193400
572193,193305
572193,193305
572193,193305
572193,193305
572193,193305
569900,191800
568300,191000
568300,191000
568300,191000
568300,191000
568387,191094
568387,191094
568387,191094
568387,191094
574300,191000
574300,191000
574300,191000
573500,190700
574900,193000
585500,188700
585500,188700
585261,188727
585261,188727
585900,190000
585900,190000
585900,190000
585828,189993
587700,188500
587700,188500
587700,188500
587783,188512
587783,188512
587783,188512
587783,188512
587783,188512
587700,187400
587700,187400
561700,185200
561700,185200
561700,185200
561921,185240
559500,187600
559500,187600
562300,185300
562300,185300
562267,185330
562267,185330
562267,185330
562267,185330
562267,185330
617700,250900
617700,250900
617700,250900
617700,250900
619400,248500
619400,248500
619400,248500
619400,248500
619400,248500
619400,248500
619400,248500
619400,248500
619400,248500
623100,247700
623100,247700
623100,247700
623100,247700
623100,247700
623100,247700
623100,247700
625300,247200
625300,247200
625300,247200
625300,247200
625300,247200
625300,247200
625300,247200
625300,247200
625300,247200
625300,247200
625300,247200
625300,247200
625300,247200
625300,247200
625300,247200
622898,249007
622898,249007
622898,249007
622898,249007
622898,249007
622898,249007
622898,249007
622898,249007
622898,249007
622898,249007
622898,249007
622898,249007
622898,249007
622898,249007
622898,249007
622898,249007
622898,249007
638500,265200
638700,263000
638700,263000
638700,263000
638200,259900
638200,259900
638200,259900
638200,259900
638200,259900
638200,259900
638200,259900
638200,259900
628400,264000
628400,264000
628400,264000
628400,264000
628400,264000
628400,264000
628400,264000
628400,264000
628400,263200
628400,263200
628400,263200
628400,263200
628343,263359
617300,262900
618700,262200
618700,262200
618700,262200
618700,262200
618700,262200
618700,262200
618700,262200
618700,262200
630500,268200
630500,268200
630500,268200
630500,268200
630500,268200
630500,268200
631400,266600
631400,266600
631400,266600
631400,266600
631400,266600
631400,266600
631400,266600
631400,266600
631400,266600
631400,266600
631400,266600
633300,265600
633300,265600
633300,265600
633300,265600
633300,265600
633300,265600
633300,265600
633300,265600
633300,265600
633300,265600
633300,265600
633300,265600
633300,265600
644200,287000
646500,287300
646500,287300
646531,287267
646531,287267
646531,287267
646531,287267
637900,270000
642700,267700
643400,260800
643400,260800
643400,260800
643400,260800
643400,260800
643400,260800
647300,270700
647300,270700
647300,270700
647300,270700
647300,270700
630700,272300
633100,272800
633100,272800
633100,272800
633100,272800
633100,272800
633100,272800
634200,273900
634200,273900
634200,273900
634200,273900
597800,259000
597800,259000
597800,259000
597800,259000
597800,259000
597800,259000
597800,259000
597800,259000
600300,259100
600300,259100
600300,259100
600300,259100
600300,259100
600300,259100
606900,261600
606900,261600
606900,261600
606900,261600
606900,261600
605800,262300
605800,262300
605800,262300
600900,262800
600900,262800
600900,262800
600900,262800
600900,262800
604000,261400
604000,261400
604000,261400
604000,261400
604000,261400
604000,261400
604000,261400
609900,233100
609900,233100
609900,233100
609900,233100
609900,233100
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
609000,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607700,233000
607710,232700
607710,232700
607710,232700
607710,232700
607710,232700
607710,232700
607710,232700
607710,232700
607710,232700
607710,232700
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606828,233611
606828,233611
606828,233611
606828,233611
606828,233611
606828,233611
606828,233611
606828,233611
606828,233611
606828,233611
606828,233611
606828,233611
606828,233611
606819,233596
606819,233596
606819,233596
606819,233596
606819,233596
606819,233596
606819,233596
606819,233596
606819,233596
606819,233596
606819,233596
606819,233596
606819,233596
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
606800,233500
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605900,233700
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
605300,233500
